CIRCUITO,geometry
NSA23L14,POINT Z (-74.94132019799997 5.630548184000077 5)
NSA23L14,POINT Z (-74.94462436299995 5.630779000000075 5)
NSA23L14,POINT Z (-74.94236792799995 5.630908978000036 5)
NSA23L14,POINT Z (-74.95047317299998 5.631004656000073 5)
NSA23L14,POINT Z (-74.94264806299998 5.631016639000052 5)
NSA23L14,POINT Z (-74.94270211799994 5.631034911000029 7.5)
FLR23L15,POINT Z (-75.00707957399999 5.6311258680000265 5)
NSA23L12,POINT Z (-74.86823148799994 5.631176875000051 5)
NSA23L12,POINT Z (-74.87753579999998 5.631317338000031 5)
FLR23L15,POINT Z (-75.00509435899994 5.631318512000064 5)
NSA23L14,POINT Z (-74.94680897699999 5.63154428100006 5)
NSA23L14,POINT Z (-74.98205501899997 5.632078157000024 5)
FLR23L15,POINT Z (-75.00690990499999 5.632165421000025 5)
NSA23L14,POINT Z (-74.94973466499994 5.63217220100006 5)
NSA23L14,POINT Z (-74.94969831799995 5.632245265000051 7.5)
NSA23L14,POINT Z (-74.95011447499996 5.632651630000055 5)
NSA23L12,POINT Z (-74.81632524999998 5.632820627000058 5)
NSA23L12,POINT Z (-74.78281302399995 5.632988364000028 5)
NSA23L14,POINT Z (-74.95078317199994 5.633066149000058 5)
NSA23L12,POINT Z (-74.83716610499994 5.633224824000024 5)
NSA23L12,POINT Z (-74.87781400199998 5.6332888330000515 5)
NSA23L12,POINT Z (-74.85652700099996 5.633428353000056 5)
NSA23L12,POINT Z (-74.86751552599998 5.633502775000068 5)
NSA23L12,POINT Z (-74.85369648399995 5.63369674300003 5)
NSA23L14,POINT Z (-74.98813072699994 5.63384269900007 5)
NSA23L12,POINT Z (-74.85159661899996 5.633951654000043 5)
NSA23L12,POINT Z (-74.85139937699995 5.634111740000037 5)
NSA23L14,POINT Z (-74.89674453199996 5.6342285720000405 5)
NSA23L12,POINT Z (-74.86051772199994 5.634278529000028 5)
NSA23L14,POINT Z (-74.94273424799997 5.634579189000021 5)
NSA23L14,POINT Z (-74.95325810599996 5.634617761000072 5)
NSA23L14,POINT Z (-74.92753697499995 5.635306619000062 5)
NSA23L12,POINT Z (-74.86287023999995 5.63542515000006 5)
NSA23L14,POINT Z (-74.92762701099997 5.635596121000049 5)
NSA23L12,POINT Z (-74.81975328699997 5.635688388000062 5)
NSA23L14,POINT Z (-74.97954135099997 5.635722324000028 5)
NSA23L14,POINT Z (-74.92770946899998 5.635984093000047 5)
NSA23L14,POINT Z (-74.92779061599998 5.635993430000042 7.5)
NSA23L12,POINT Z (-74.86657424299995 5.636017573000061 5)
NSA23L12,POINT Z (-74.83502197999996 5.636080957000047 5)
NSA23L12,POINT Z (-74.78271165699994 5.636285977000057 5)
NSA23L14,POINT Z (-74.92656359599994 5.636311491000072 5)
NSA23L14,POINT Z (-74.96907331099999 5.636924114000067 5)
NSA23L14,POINT Z (-74.94276561199996 5.637345412000059 5)
NSA23L12,POINT Z (-74.78264202099996 5.637397596000028 5)
NSA23L12,POINT Z (-74.84651573299993 5.637743571000044 5)
NSA23L12,POINT Z (-74.78949405599997 5.637936445000037 5)
NSA23L12,POINT Z (-74.82232810199997 5.638090190000071 5)
NSA23L12,POINT Z (-74.82244601199994 5.63815390000002 5)
NSA23L14,POINT Z (-74.93013156999996 5.638385928000048 5)
NSA23L14,POINT Z (-74.94256874099995 5.638638731000071 5)
NSA23L12,POINT Z (-74.86403597599997 5.638651883000023 5)
NSA23L12,POINT Z (-74.86411699199994 5.638694662000034 7.5)
NSA23L12,POINT Z (-74.83290996299996 5.638790816000039 5)
NSA23L12,POINT Z (-74.78261600699994 5.638817386000028 5)
NSA23L12,POINT Z (-74.82227548399999 5.638867976000029 5)
NSA23L12,POINT Z (-74.78259801199994 5.6390350740000486 7.5)
NSA23L14,POINT Z (-74.93108883399998 5.63906269000006 5)
NSA23L12,POINT Z (-74.78323209599995 5.639258953000024 5)
NSA23L14,POINT Z (-74.96829846999998 5.639343059000055 5)
NSA23L12,POINT Z (-74.84462603699995 5.639406166000072 5)
NSA23L14,POINT Z (-74.96790432999995 5.639904169000033 5)
NSA23L14,POINT Z (-74.89917605699998 5.640093252000042 5)
NSA23L12,POINT Z (-74.86448233999994 5.640108405000035 5)
NSA23L14,POINT Z (-74.98497809999998 5.640209902000038 5)
NSA23L14,POINT Z (-74.96748124999993 5.640470831000073 5)
NSA23L14,POINT Z (-74.94228275299997 5.6406194080000205 5)
NSA23L14,POINT Z (-74.96211204599996 5.640707382000073 5)
NSA23L12,POINT Z (-74.78261294599997 5.640739256000074 5)
NSA23L14,POINT Z (-74.93227412799996 5.641014448000021 5)
NSA23L12,POINT Z (-74.84412303199997 5.641210533000049 5)
NSA23L12,POINT Z (-74.86487621499998 5.641373161000047 5)
NSA23L14,POINT Z (-74.93240158899994 5.641429697000035 5)
NSA23L12,POINT Z (-74.82267623799999 5.641824271000075 5)
NSA23L14,POINT Z (-74.96629193999996 5.642057500000021 5)
NSA23L12,POINT Z (-74.83040022799997 5.642183141000032 5)
NSA23L12,POINT Z (-74.78255705199996 5.642334730000073 8)
NSA23L12,POINT Z (-74.78258902899995 5.642917656000066 5)
NSA23L12,POINT Z (-74.78217840799994 5.642977474000077 5)
NSA23L12,POINT Z (-74.82317568099995 5.643984887000045 5)
NSA23L14,POINT Z (-74.95282142599996 5.644537526000022 5)
NSA23L14,POINT Z (-74.91917676899999 5.644640118000041 5)
NSA23L14,POINT Z (-74.94304713699995 5.6447049620000485 5)
NSA23L12,POINT Z (-74.77882317499996 5.644805650000023 5)
NSA23L14,POINT Z (-74.94163950699993 5.644825388000072 8)
NSA23L14,POINT Z (-74.94172059299996 5.644851893000066 5)
NSA23L14,POINT Z (-74.94422100599996 5.644866518000072 5)
NSA23L12,POINT Z (-74.77736171899994 5.6448829840000485 5)
NSA23L14,POINT Z (-74.94168437899998 5.644887906000065 5)
NSA23L12,POINT Z (-74.87182261499999 5.644908357000077 5)
NSA23L12,POINT Z (-74.77650634999998 5.644965429000024 5)
NSA23L12,POINT Z (-74.87233181799996 5.645021439000061 5)
NSA23L12,POINT Z (-74.87131434999998 5.645023895000065 5)
NSA23L14,POINT Z (-74.94674819599999 5.645206549000022 5)
NSA23L12,POINT Z (-74.78071739899997 5.645227890000058 5)
NSA23L12,POINT Z (-74.78111035699999 5.645301731000075 7.5)
NSA23L14,POINT Z (-74.93272322599995 5.645453056000065 5)
NSA23L12,POINT Z (-74.87999542299997 5.645454448000066 5)
NSA23L14,POINT Z (-74.90084960199994 5.645559303000027 7.5)
NSA23L14,POINT Z (-74.90074129299995 5.645576969000047 5)
NSA23L12,POINT Z (-74.78097200499997 5.645620142000041 5)
NSA23L14,POINT Z (-74.94310312199997 5.645672989000047 5)
NSA23L12,POINT Z (-74.78096396999996 5.645716139000058 5)
NSA23L12,POINT Z (-74.84469102599996 5.64574519100006 5)
NSA23L14,POINT Z (-74.90009908299999 5.645810407000056 5)
NSA23L14,POINT Z (-74.96740025599996 5.64582607400007 5)
NSA23L12,POINT Z (-74.86734439599996 5.646038902000043 5)
NSA23L12,POINT Z (-74.86634952699995 5.64626643500003 5)
NSA23L12,POINT Z (-74.86627361199999 5.64630500100003 7.5)
NSA23L14,POINT Z (-74.90531180399995 5.646552869000061 5)
NSA23L12,POINT Z (-74.82709082599996 5.646633157000053 5)
NSA23L12,POINT Z (-74.78030793999994 5.647031750000053 5)
NSA23L14,POINT Z (-74.94366467499998 5.64726369300007 5)
NSA23L12,POINT Z (-74.86634029599998 5.6472712210000395 5)
NSA23L12,POINT Z (-74.78004780999999 5.647566889000075 5)
NSA23L12,POINT Z (-74.78706961799998 5.6475724690000675 5)
NSA23L14,POINT Z (-74.93371008499997 5.647648974000049 5)
NSA23L14,POINT Z (-74.93381833499996 5.647892458000058 5)
NSA23L12,POINT Z (-74.82391154999993 5.647980711000059 5)
NSA23L14,POINT Z (-74.91002932399994 5.648026290000075 5)
NSA23L12,POINT Z (-74.77154203099997 5.648158763000026 5)
NSA23L14,POINT Z (-74.94476788999998 5.648491311000043 5)
NSA23L12,POINT Z (-74.77949185999995 5.648791667000069 5)
NSA23L14,POINT Z (-74.96864121099998 5.648889532000055 5)
NSA23L14,POINT Z (-74.91844679599996 5.64907792200006 7.5)
NSA23L14,POINT Z (-74.89626029299995 5.649124063000045 5)
NSA23L12,POINT Z (-74.77101499799994 5.649143351000021 5)
NSA23L12,POINT Z (-74.77848260999997 5.649220417000038 5)
NSA23L12,POINT Z (-74.82504076299995 5.649394702000052 5)
NSA23L12,POINT Z (-74.77748471999996 5.649622306000026 5)
NSA23L14,POINT Z (-74.96878630099997 5.649675354000067 5)
NSA23L14,POINT Z (-74.97974717499994 5.649724174000028 5)
NSA23L14,POINT Z (-74.91767978499996 5.649882020000064 5)
NSA23L14,POINT Z (-74.97870016399997 5.649892083000054 5)
NSA23L14,POINT Z (-74.90851476499995 5.649975201000075 5)
NSA23L14,POINT Z (-74.90845513399995 5.650001183000029 7.5)
NSA23L14,POINT Z (-74.93917458199996 5.650127110000028 5)
NSA23L14,POINT Z (-74.97677468499995 5.650268266000069 5)
NSA23L12,POINT Z (-74.77039872699999 5.650340821000043 5)
NSA23L14,POINT Z (-74.98337025299998 5.650879536000048 5)
NSA23L12,POINT Z (-74.76992168399994 5.651228021000065 5)
NSA23L12,POINT Z (-74.82351716599999 5.651295352000034 6)
NSA23L12,POINT Z (-74.82362540299994 5.651295773000072 7.5)
NSA23L14,POINT Z (-74.93640515599998 5.651388329000042 5)
NSA23L14,POINT Z (-74.93631491899998 5.651397032000034 7.5)
NSA23L14,POINT Z (-74.96921383599994 5.651429138000026 5)
NSA23L14,POINT Z (-74.91588125899995 5.651786524000045 5)
NSA23L14,POINT Z (-74.93587311699997 5.6518318650000765 7.5)
NSA23L14,POINT Z (-74.95031477299995 5.652145333000021 5)
NSA23L14,POINT Z (-74.96552329999997 5.652221772000075 5)
NSA23L14,POINT Z (-74.96584819399999 5.652428995000037 5)
NSA23L12,POINT Z (-74.82217290499995 5.652537073000076 7.5)
NSA23L12,POINT Z (-74.76921543399999 5.652596806000076 5)
NSA23L12,POINT Z (-74.82218426899993 5.652630187000057 7.5)
NSA23L14,POINT Z (-74.94995832999996 5.652883890000055 5)
NSA23L14,POINT Z (-74.96869291199994 5.653039400000068 5)
NSA23L14,POINT Z (-74.97186045199999 5.653188284000066 5)
NSA23L14,POINT Z (-74.96753866299997 5.653674094000053 5)
NSA23L12,POINT Z (-74.86703053199994 5.653861215000063 5)
NSA23L14,POINT Z (-74.96782741099997 5.653899258000024 5)
NSA23L14,POINT Z (-74.96807118299995 5.6540890140000215 7.5)
NSA23L12,POINT Z (-74.82019752099995 5.654173004000029 5)
NSA23L14,POINT Z (-74.95224921899995 5.6542489410000485 5)
NSA23L14,POINT Z (-74.96833376899997 5.654314986000031 5)
NSA23L14,POINT Z (-74.91229328499998 5.654360254000039 7.5)
NSA23L12,POINT Z (-74.82023703199997 5.654450560000043 5)
NSA23L14,POINT Z (-74.91363964799996 5.654463784000029 5)
NSA23L14,POINT Z (-74.93494759599997 5.654527665000046 5)
NSA23L14,POINT Z (-74.91292664099996 5.6545695560000695 5)
NSA23L12,POINT Z (-74.81859369099999 5.654662819000066 5)
NSA23L12,POINT Z (-74.81865829299994 5.654750719000049 5)
NSA23L14,POINT Z (-74.96068892699998 5.654751574000045 5)
NSA23L14,POINT Z (-74.96953460099996 5.654764871000054 5)
NSA23L14,POINT Z (-74.97093003099997 5.654787120000037 5)
NSA23L14,POINT Z (-74.97037638699999 5.6549721670000395 5)
NSA23L12,POINT Z (-74.76876552899995 5.655051781000054 7.5)
NSA23L12,POINT Z (-74.76880610199999 5.655055557000026 6)
NSA23L14,POINT Z (-74.95975152999995 5.655286734000072 5)
NSA23L12,POINT Z (-74.81621264599994 5.655539941000029 5)
NSA23L12,POINT Z (-74.76847903299995 5.655650599000069 5)
NSA23L14,POINT Z (-74.91960356299995 5.65578548700006 7.5)
NSA23L14,POINT Z (-74.91957003299996 5.655826930000046 5)
NSA23L12,POINT Z (-74.77294254899994 5.655945777000056 6)
NSA23L14,POINT Z (-74.95860671699995 5.656052472000056 5)
NSA23L12,POINT Z (-74.76826160499996 5.656118677000052 5)
NSA23L12,POINT Z (-74.81352427899998 5.656119474000036 5)
NSA23L12,POINT Z (-74.77366869599996 5.656155583000043 7.5)
NSA23L12,POINT Z (-74.86521390399997 5.656460303000074 5)
NSA23L14,POINT Z (-74.93424660899996 5.656508594000059 5)
NSA23L12,POINT Z (-74.76800416399993 5.656668818000071 5)
NSA23L12,POINT Z (-74.81175830099994 5.656785733000049 5)
NSA23L12,POINT Z (-74.77469345899993 5.656803898000021 6)
NSA23L14,POINT Z (-74.90937008799995 5.6569346330000485 5)
NSA23L12,POINT Z (-74.82531189199995 5.65693802800007 5)
NSA23L14,POINT Z (-74.95489804999994 5.657110634000048 5)
NSA23L14,POINT Z (-74.93599858499994 5.6571937260000595 5)
NSA23L14,POINT Z (-74.93394976799993 5.657259337000028 7.5)
NSA23L14,POINT Z (-74.93401287799998 5.657268607000049 5)
NSA23L14,POINT Z (-74.93504641299995 5.65732936400002 5)
NSA23L14,POINT Z (-74.92200353799996 5.657345090000035 5)
NSA23L14,POINT Z (-74.93374521399994 5.657934513000043 5)
NSA23L12,POINT Z (-74.86268732399998 5.658125036000058 5)
NSA23L12,POINT Z (-74.81355319699998 5.658187890000022 5)
NSA23L12,POINT Z (-74.86026843099995 5.65827842300007 5)
NSA23L14,POINT Z (-74.92508643399998 5.658647881000036 5)
NSA23L14,POINT Z (-74.91788421499996 5.658708696000076 5)
NSA23L12,POINT Z (-74.85904540399997 5.658722830000045 5)
NSA23L12,POINT Z (-74.81279687399996 5.658999058000063 5)
NSA23L14,POINT Z (-74.92880523199995 5.659238234000043 7.5)
NSA23L12,POINT Z (-74.85433104499998 5.659777317000021 5)
NSA23L14,POINT Z (-74.90817018899997 5.659880523000027 5)
NSA23L14,POINT Z (-74.88219936699994 5.660649121000063 5)
NSA23L14,POINT Z (-74.91673922899997 5.660724068000036 5)
NSA23L12,POINT Z (-74.85304472499996 5.660731100000021 5)
NSA23L12,POINT Z (-74.81102031799998 5.660754990000044 5)
NSA23L14,POINT Z (-74.93140516799997 5.660891632000073 5)
NSA23L14,POINT Z (-74.91687999999994 5.661028333000047 5)
NSA23L14,POINT Z (-74.93226350599997 5.661494843000071 5)
NSA23L14,POINT Z (-74.93238595799994 5.661556746000031 8)
NSA23L14,POINT Z (-74.93243099299997 5.661574986000062 5)
NSA23L14,POINT Z (-74.93497566699995 5.661588938000023 5)
NSA23L14,POINT Z (-74.96074748899997 5.66170011600002 5)
NSA23L12,POINT Z (-74.80033744399998 5.66183888300003 6)
NSA23L12,POINT Z (-74.82550484699993 5.662072078000051 5)
NSA23L14,POINT Z (-74.93216077199997 5.6621993130000305 5)
NSA23L14,POINT Z (-74.96141298699996 5.6622601170000735 5)
NSA23L14,POINT Z (-74.95969019799998 5.662456232000068 5)
NSA23L14,POINT Z (-74.93246831199997 5.662460706000047 5)
NSA23L12,POINT Z (-74.80843336699996 5.663073372000042 5)
NSA23L12,POINT Z (-74.84978034899996 5.6630769460000465 5)
NSA23L12,POINT Z (-74.80272338599997 5.663171110000064 6)
NSA23L14,POINT Z (-74.93310069599994 5.663183265000043 5)
NSA23L14,POINT Z (-74.89970842299994 5.663401822000026 5)
NSA23L14,POINT Z (-74.93339964799998 5.6640600160000645 5)
NSA23L14,POINT Z (-74.97841942699995 5.664171943000042 5)
NSA23L14,POINT Z (-74.90463238099994 5.664211938000051 5)
NSA23L14,POINT Z (-74.93361738099998 5.664701515000047 5)
NSA23L12,POINT Z (-74.84614564399999 5.665077964000034 5)
NSA23L14,POINT Z (-74.90426283199997 5.66509701800004 5)
NSA23L14,POINT Z (-74.93386227699995 5.665316006000069 5)
NSA23L12,POINT Z (-74.78606173099996 5.665508798000076 6)
NSA23L14,POINT Z (-74.90288827799998 5.665772286000049 8)
NSA23L14,POINT Z (-74.93399845499994 5.665813521000075 5)
NSA23L12,POINT Z (-74.84462795399998 5.6659097420000535 5)
NSA23L14,POINT Z (-74.96617559399994 5.666085611000028 5)
NSA23L14,POINT Z (-74.90388813399994 5.6661519610000255 7.5)
NSA23L14,POINT Z (-74.93357458099996 5.666274620000024 5)
NSA23L14,POINT Z (-74.93421552099994 5.666391762000046 7.5)
NSA23L14,POINT Z (-74.93393315599997 5.66650058700003 5)
NSA23L14,POINT Z (-74.93367440899993 5.666600307000067 5)
NSA23L14,POINT Z (-74.97830296199999 5.666939495000065 5)
NSA23L12,POINT Z (-74.80359074499995 5.6669424390000245 7.5)
NSA23L12,POINT Z (-74.84388239499998 5.666974014000061 5)
NSA23L14,POINT Z (-74.93664441999994 5.666984530000036 5)
NSA23L14,POINT Z (-74.95562314099999 5.6670256290000225 5)
NSA23L14,POINT Z (-74.93443325599998 5.667033262000075 5)
NSA23L14,POINT Z (-74.93718613599998 5.667101301000059 5)
NSA23L14,POINT Z (-74.93413606999997 5.66714240500005 5)
NSA23L14,POINT Z (-74.93447865999997 5.667196088000026 7.5)
NSA23L14,POINT Z (-74.90120831499996 5.667304854000065 5)
NSA23L14,POINT Z (-74.90128222199996 5.66732139800007 5)
NSA23L14,POINT Z (-74.93499579899998 5.66737241200002 5)
NSA23L12,POINT Z (-74.80301357599996 5.667374787000028 7.5)
NSA23L14,POINT Z (-74.92011499999995 5.667392222000046 5)
NSA23L12,POINT Z (-74.78627533499997 5.667605015000049 6)
NSA23L14,POINT Z (-74.95464569999996 5.667650087000027 5)
NSA23L14,POINT Z (-74.93255800999998 5.66772030900006 5)
NSA23L14,POINT Z (-74.93509327499999 5.667846289000067 5)
NSA23L14,POINT Z (-74.96657137399995 5.668132976000038 5)
NSA23L14,POINT Z (-74.97685434999994 5.668140643000072 7.5)
NSA23L12,POINT Z (-74.80141765599996 5.668597365000039 5)
NSA23L14,POINT Z (-74.97760341899993 5.668797632000064 5)
NSA23L12,POINT Z (-74.80374638699993 5.668884838000054 5)
NSA23L14,POINT Z (-74.93654067299997 5.668940562000046 5)
NSA23L14,POINT Z (-74.93665668299997 5.669037684000045 7.5)
NSA23L14,POINT Z (-74.89659032299994 5.66932422900004 5)
NSA23L14,POINT Z (-74.96674430199994 5.669446647000029 5)
NSA23L14,POINT Z (-74.90656564599993 5.669467540000028 5)
NSA23L14,POINT Z (-74.89806895899994 5.669519574000049 5)
NSA23L14,POINT Z (-74.88615267099993 5.669564842000057 7.5)
NSA23L14,POINT Z (-74.93663029099997 5.669588817000033 7.5)
NSA23L14,POINT Z (-74.93668514999996 5.669634203000044 5)
NSA23L12,POINT Z (-74.80441308499996 5.670233793000023 5)
NSA23L14,POINT Z (-74.94031101999997 5.670256700000039 5)
NSA23L14,POINT Z (-74.94298624899994 5.67035154000007 5)
NSA23L12,POINT Z (-74.79887144399999 5.670401702000049 5)
NSA23L12,POINT Z (-74.78660203499999 5.670525734000023 6)
NSA23L14,POINT Z (-74.96974520599997 5.670541115000049 5)
NSA23L12,POINT Z (-74.79853949599999 5.67063441800002 6)
NSA23L14,POINT Z (-74.94935291699994 5.670911818000036 5)
NSA23L14,POINT Z (-74.97369028599996 5.670984751000049 7.5)
NSA23L14,POINT Z (-74.94430891399998 5.67102965600003 5)
NSA23L14,POINT Z (-74.94606407199996 5.671356938000031 5)
NSA23L14,POINT Z (-74.93770166999997 5.671394440000029 5)
NSA23L14,POINT Z (-74.94673124899998 5.671456997000064 7.5)
NSA23L14,POINT Z (-74.93788780099999 5.67153995700005 7.5)
NSA23L14,POINT Z (-74.90730212399995 5.671770071000026 5)
NSA23L14,POINT Z (-74.97008246899998 5.671814722000022 5)
NSA23L12,POINT Z (-74.80504246399994 5.671898854000062 5)
NSA23L12,POINT Z (-74.79564248199995 5.672415663000038 6)
NSA23L12,POINT Z (-74.79021299699997 5.672508022000045 6)
NSA23L14,POINT Z (-74.97106569899995 5.672575592000044 5)
NSA23L14,POINT Z (-74.96997681699997 5.672835491000058 7.5)
NSA23L14,POINT Z (-74.93887432199995 5.673102421000067 7.5)
NSA23L14,POINT Z (-74.88692312599994 5.673353964000057 5)
NSA23L14,POINT Z (-74.93155082999994 5.673376670000039 5)
NSA23L12,POINT Z (-74.79333224299995 5.673844106000047 6)
NSA23L14,POINT Z (-74.90800664599993 5.673935130000075 5)
NSA23L12,POINT Z (-74.80606034899995 5.674550345000057 5)
NSA23L12,POINT Z (-74.84619911799996 5.674616606000029 7.5)
NSA23L12,POINT Z (-74.84608354099998 5.674646881000058 5)
NSA23L14,POINT Z (-74.93957157799997 5.674828282000021 5)
NSA23L14,POINT Z (-74.97455542899996 5.675200853000035 5)
NSA23L14,POINT Z (-74.88735740199996 5.675397812000028 5)
NSA23L14,POINT Z (-74.88996158599997 5.676130596000064 5)
NSA23L14,POINT Z (-74.94944611699998 5.676234744000055 5)
NSA23L12,POINT Z (-74.84715528999999 5.676719374000072 5)
NSA23L14,POINT Z (-74.91046265599994 5.6769137240000305 7.5)
NSA23L14,POINT Z (-74.94041453999995 5.676916147000043 5)
NSA23L14,POINT Z (-74.96531093099998 5.677344934000075 6)
NSA23L14,POINT Z (-74.97528714499998 5.677903713000035 6)
NSA23L12,POINT Z (-74.84433880999995 5.677971711000055 5)
NSA23L12,POINT Z (-74.84783673099997 5.678253617000053 5)
NSA23L14,POINT Z (-74.91051085299995 5.678255813000021 5)
NSA23L14,POINT Z (-74.94994984899995 5.6790804340000705 5)
NSA23L14,POINT Z (-74.90907403899996 5.679166703000021 5)
NSA23L14,POINT Z (-74.93982309999996 5.679755961000069 5)
NSA23L12,POINT Z (-74.85726529599998 5.680025833000059 5)
NSA23L14,POINT Z (-74.93975981799997 5.680036764000022 7.5)
NSA23L14,POINT Z (-74.97649492599999 5.680180870000072 6)
NSA23L12,POINT Z (-74.85447947299997 5.680338587000051 5)
NSA23L12,POINT Z (-74.80815697099996 5.680440898000029 5)
NSA23L12,POINT Z (-74.84956852199997 5.680862693000051 5)
NSA23L12,POINT Z (-74.84948549299997 5.6808732150000765 7.5)
NSA23L14,POINT Z (-74.94012212999996 5.681102618000068 5)
NSA23L14,POINT Z (-74.95037789499997 5.681165865000025 5)
NSA23L14,POINT Z (-74.93878034999994 5.681443741000066 5)
NSA23L12,POINT Z (-74.80850446399995 5.681535598000039 5)
NSA23L14,POINT Z (-74.97869581299994 5.681750449000049 6)
NSA23L14,POINT Z (-74.99254062099999 5.681784442000037 6)
NSA23L12,POINT Z (-74.85026766299995 5.682019299000046 5)
NSA23L12,POINT Z (-74.80850230099998 5.682086773000037 7.5)
NSA23L14,POINT Z (-74.96615002099998 5.68225224400004 6)
NSA23L14,POINT Z (-74.94071106899997 5.6826030680000486 5)
NSA23L14,POINT Z (-74.96659949099995 5.682934357000022 6)
NSA23L14,POINT Z (-74.92656739499995 5.6834884310000575 5)
NSA23L12,POINT Z (-74.81066827699993 5.684101247000058 5)
NSA23L14,POINT Z (-74.93876813499998 5.684501674000046 5)
NSA23L14,POINT Z (-74.97766318299995 5.684648404000029 6)
NSA23L14,POINT Z (-74.93797748599997 5.685098766000067 5)
NSA23L14,POINT Z (-74.99152309799996 5.685512088000053 6)
NSA23L12,POINT Z (-74.81239922099996 5.685723661000054 5)
NSA23L14,POINT Z (-74.92857060699998 5.68576407300003 5)
NSA23L14,POINT Z (-74.97728281399998 5.685799209000038 6)
NSA23L14,POINT Z (-74.94177218099998 5.685955965000062 5)
NSA23L12,POINT Z (-74.85278182499997 5.685963315000038 5)
NSA23L12,POINT Z (-74.80854099299995 5.686017497000023 5)
NSA23L14,POINT Z (-74.90211926699999 5.686297301000025 5)
NSA23L14,POINT Z (-74.93535170699994 5.6864932860000295 5)
NSA23L14,POINT Z (-74.96935346699996 5.686943205000034 6)
NSA23L12,POINT Z (-74.85220373199996 5.687102336000066 5)
NSA23L14,POINT Z (-74.94189175999998 5.687284788000056 5)
NSA23L14,POINT Z (-74.92067139499994 5.6873339960000635 5)
NSA23L14,POINT Z (-74.98810717999999 5.687379372000066 6)
NSA23L14,POINT Z (-74.97743593799999 5.687601706000066 9)
NSA23L14,POINT Z (-74.98614435799993 5.688064467000061 6)
NSA23L14,POINT Z (-74.97956131099994 5.68811190200006 6)
NSA23L14,POINT Z (-74.93260303799997 5.688182827000048 5)
NSA23L12,POINT Z (-74.87662364999994 5.688406405000023 5)
NSA23L14,POINT Z (-74.97739397599997 5.688473604000023 6)
NSA23L12,POINT Z (-74.80850424399995 5.68848412400007 5)
NSA23L14,POINT Z (-74.93529975299998 5.688583248000043 7.5)
NSA23L14,POINT Z (-74.90290565599997 5.68878154500004 5)
NSA23L12,POINT Z (-74.85129591799995 5.689064169000062 5)
NSA23L14,POINT Z (-74.94225534299994 5.689228101000026 5)
NSA23L12,POINT Z (-74.85101676399995 5.68964049300007 5)
NSA23L14,POINT Z (-74.98239213199997 5.6898726470000724 6)
NSA23L12,POINT Z (-74.80855282699997 5.689893900000072 5)
NSA23L14,POINT Z (-74.98402959999999 5.690097298000069 9)
NSA23L14,POINT Z (-74.96755336799998 5.690498895000076 9)
NSA23L14,POINT Z (-74.97688652899996 5.690580941000064 6)
NSA23L14,POINT Z (-74.93278406299999 5.690692045000048 5)
NSA23L14,POINT Z (-74.98412753699995 5.6907040260000485 6)
NSA23L12,POINT Z (-74.82585702299997 5.690954011000031 5)
NSA23L12,POINT Z (-74.84948003299996 5.691412839000066 5)
NSA23L14,POINT Z (-74.91708294999995 5.69164900100003 5)
NSA23L14,POINT Z (-74.98553683399996 5.691657117000034 6)
NSA23L14,POINT Z (-74.94281899199996 5.691714354000055 5)
NSA23L14,POINT Z (-74.93202058799994 5.691741052000054 5)
NSA23L14,POINT Z (-74.90305132399999 5.692327373000069 5)
NSA23L14,POINT Z (-74.96531817899995 5.692392926000025 6)
NSA23L14,POINT Z (-74.97408632799994 5.692555187000039 6)
NSA23L12,POINT Z (-74.80885741999998 5.692723305000072 5)
NSA23L12,POINT Z (-74.82070553799997 5.692776241000047 4)
NSA23L14,POINT Z (-74.95461530299997 5.6928912050000235 5)
NSA23L14,POINT Z (-74.97348059599994 5.693159339000033 6)
NSA23L12,POINT Z (-74.88125732999998 5.6933212650000655 5)
NSA23L12,POINT Z (-74.84500795799994 5.693424089000075 5)
NSA23L12,POINT Z (-74.82588711599993 5.6943389770000294 5)
NSA23L14,POINT Z (-74.93009653799999 5.6943671160000235 5)
NSA23L14,POINT Z (-74.98599001199995 5.694560496000065 6)
NSA23L12,POINT Z (-74.84185136299999 5.694661505000056 5)
NSA23L14,POINT Z (-74.90179626499997 5.694904006000058 5)
NSA23L12,POINT Z (-74.82824200099998 5.695128898000064 8)
NSA23L12,POINT Z (-74.82751110999999 5.695241667000062 5)
NSA23L14,POINT Z (-74.93066431699998 5.695485247000022 5)
NSA23L12,POINT Z (-74.81124527399999 5.6956693570000425 5)
NSA23L12,POINT Z (-74.82968581399996 5.69568844500003 5)
NSA23L12,POINT Z (-74.82699443999996 5.696058333000053 5)
NSA23L12,POINT Z (-74.81177158899999 5.69625062800003 5)
NSA23L14,POINT Z (-74.94272708999995 5.6963163520000535 5)
NSA23L14,POINT Z (-74.95527915699995 5.696354701000075 5)
NSA23L14,POINT Z (-74.94302812399997 5.69639066700006 5)
NSA23L14,POINT Z (-74.99046837799995 5.6970248590000665 6)
NSA23L14,POINT Z (-74.95558334999998 5.697042611000029 5)
NSA23L14,POINT Z (-74.93240979399997 5.697215031000042 5)
NSA23L12,POINT Z (-74.82748332999995 5.6972972220000315 5)
NSA23L12,POINT Z (-74.83340731899995 5.697409875000062 5)
NSA23L12,POINT Z (-74.83619947299997 5.697571672000038 7.5)
NSA23L14,POINT Z (-74.93101904599996 5.697613771000022 5)
